COD;CAUSA
O997;Doenc pele tec subcut compl grav parto puerp
O998;Outr doenc afec espec compl grav parto puerp
P000;Fet rec-nasc afet transt mat hipertensivos
P001;Fet rec-nasc afet doenc mat renais vias urin
P002;Fet rec-nasc afet doenc infecc parasit mae
P003;Fet rec-nasc afet outr doenc circ resp mat
P004;Fet rec-nasc afet transt nutricionais matern
P005;Fet rec-nasc afetados p/traum materno
P006;Fet rec-nasc afet intervencao cirurgica mae
P007;Fet rec-nasc afet outr proced med mae NCOP
P008;Fet rec-nasc afet outr afeccoes maternas
P009;Fet rec-nasc afetados p/afeccao materna NE
P010;Fet rec-nasc afet incompetencia colo uterino
P011;Fet rec-nasc afet ruptura prematura membr
P012;Fet rec-nasc afetados p/oligohidramnio
P013;Fet rec-nasc afetados p/polihidramnio
P014;Fet rec-nasc afetados p/gravidez ectopica
P015;Fet rec-nasc afetados p/gravidez mult
P016;Fet rec-nasc afetados p/morte materna
P017;Fet rec-nasc afet apres anor antes trab part
P018;Fet rec-nasc afet outr complic mat gravidez
P019;Fet rec-nasc afet afecc maternas gravidez NE
P020;Fet rec-nasc afetados p/placenta previa
P021;Fet rec-nasc afet outr form desc plac hemorr
P022;Fet rec-nasc afet out anor morf func plac NE
P023;Fet rec-nasc afet sindr transf placentaria
P024;Fet rec-nasc afet prolapso cordao umbilical
P025;Fet rec-nasc afet outr compr cord umbilical
P026;Fet rec-nasc afet outr afecc cordao umb NE
P027;Fet rec-nasc afetados p/corioamnionite
P028;Fet rec-nasc afet outr anorm membranas
P029;Fet rec-nasc afet anormalidade NE membranas
P030;Fet rec-nasc afet parto e extracao pelvicas
P031;Fet rec-nasc afet out apres anor ma-pos desp
P032;Fet rec-nasc afetados p/parto p/forceps
P033;Fet rec-nasc afet parto p/vacuo-extrator
P034;Fet rec-nasc afetados p/parto p/cesariana
P035;Fet rec-nasc afetados p/parto precipitado
P036;Fet rec-nasc afet contracoes uterinas anorm
P038;Fet rec-nasc afet out comp esp trb part part
P039;Fet rec-nasc afet compl NE trab parto parto
P040;Fet rec-nasc afet anest analg mat grav parto
P041;Fet rec-nasc afet outr medic utiliz p/mae
P042;Fet rec-nasc afetados p/uso de fumo p/mae
P043;Fet rec-nasc afetados p/uso de alcool p/mae
P044;Fet rec-nasc afet uso drogaq causam dep mae
P045;Fet rec-nasc afet uso mat subst quim aliment
P046;Fet rec-nasc afet exp mae subs quim meio amb
P048;Fet rec-nasc afet outr infl nocivas maternas
P049;Fet rec-nasc afet infl nocivas maternas NE
P050;Recem-nascido de baixo peso p/a idade gestac
P051;Pequeno p/a idade gestacional
P052;Desnutr fet s/menc peso compr baix idad gest
P059;Retardo NE do crescimento fetal
P070;Recem-nascido c/peso muito baixo
P071;Outr recem-nascidos de peso baixo
P072;Imaturidade extrema
P073;Outr recem-nascidos de pre-termo
P080;Recem-nascido tamanho excessivamente grande
P081;Outr recem-nascidos grandes p/a idade gestac
P082;Recem-nasc pos-termo n-grande idade gest
P100;Hemorragia subdural dev traum de parto
P101;Hemorragia cerebral dev traum de parto
P102;Hemorragia intraventricular dev traum parto
P103;Hemorragia subaracnoidea dev traum de parto
P104;Ruptura tentorial dev traum de parto
P108;Outr lacerac hemorr intracr dev traum parto
P109;Lacerac hemorr intracran NE dev traum parto
P110;Edema cerebral dev traum de parto
P111;Outr lesoes cerebrais espec dev traum parto
P112;Lesao cerebral NE dev traum de parto
P113;Traum de parto do nervo facial
P114;Traum de parto de outr nervos cranianos
P115;Traum de parto da coluna e medula espinhal
P119;Traum de parto NE do sist nervoso central
P120;Cefalo-hematoma dev traum de parto
P121;Chignon dev traum de parto
P122;Hemorrag subaponeur epicran dev traum parto
P123;Esmag couro cabeludo dev traum parto
P124;Lesao p/monitoriz couro cabeludo rec-nasc
P128;Outr lesoes couro cabeludo dev traum parto
P129;Lesao NE do couro cabeludo dev traum parto
P130;Frat de cranio dev traum de parto
P131;Outr lesoes cranianas dev traum de parto
P132;Lesao do femur dev traum de parto
P133;Lesao de outr ossos longos dev traum parto
P134;Frat da clavicula dev traum de parto
P138;Lesoes outr partes esqueleto dev traum parto
P139;Lesoes NE do esqueleto dev traum de parto
P140;Paralisia de Erb dev traum de parto
P141;Paralisia de Klumpke dev traum de parto
P142;Paralisia do nervo frenico dev traum parto
P143;Outr lesoes plexo braquial dev traum parto
P148;Out les out part sist nerv perif traum parto
P149;Lesao NE sist nerv perif dev traum de parto
P150;Lesao do figado dev traum de parto
P151;Lesao do baco dev traum de parto
P152;Lesao do esternomastoide dev traum de parto
P153;Lesao dos olhos dev traum de parto
P154;Lesao da face ao nascer
P155;Lesao org genitais externos dev traum parto
P156;Necrose gordura subcutanea dev traum parto
P158;Outr traum de parto espec
P159;Traum de parto NE
P200;Hipoxia intra-uter diagn ant inic trab parto
P201;Hipoxia intra-uter diagn dur trab parto part
P209;Hipoxia intra-uterina NE
P210;Asfixia grave ao nascer
P211;Asfixia leve ou moderada ao nascer
P219;Asfixia ao nascer NE
P220;Sindr da angustia respirat do recem-nascido
P221;Taquipneia transitoria do recem-nascido
P228;Outr desconfortos respirat do recem-nascido
P229;Desconforto respirat NE do recem-nascido
P230;Pneumonia congen dev agente viral
P231;Pneumonia congen dev Clamidia
P232;Pneumonia congen dev estafilococo
P233;Pneumonia congen dev estreptococo do grupo B
P234;Pneumonia congen dev Escherichia coli
P235;Pneumonia congen dev a Pseudomonas
P236;Pneumonia congen dev outr agentes bacter
P238;Pneumonia congen dev outr organismos
P239;Pneumonia congen NE
P240;Aspiracao neonatal de meconio
P241;Aspiracao neonatal liquido amniotico e muco
P242;Aspiracao neonatal de sangue
P243;Aspiracao neonatal leite alimento regurgit
P248;Outr sindr de aspiracao neonatais
P249;Sindr de aspiracao neonatal NE
P250;Enfisema interst originado periodo perinatal
P251;Pneumotorax originado no periodo perinatal
P252;Pneumomediastino originado periodo perinatal
P253;Pneumopericardio originado periodo perinatal
P258;Out afec rel enfis interst orig per perinat
P260;Hemorragia traqueobronq orig periodo perinat
P261;Hemorragia pulm macica orig periodo perinat
P268;Outr hemorragias pulm orig periodo perinat
P269;Hemorragia pulmonar NE orig periodo perinat
P270;Sindr de Wilson-Mikity
P271;Displasia broncopulm orig periodo perinatal
P278;Outr doenc respirat cron orig per perinatal
P279;Doenc respirat cronica NE orig per perinatal
P280;Atelectasia prim do recem-nascido
P281;Outr atelectasias do recem-nascido e as NE
P282;Crises cianoticas do recem-nascido
P283;Apneia prim do sono do recem-nascido
P284;Outr apneias do recem-nascido
P285;Insuf respirat do recem-nascido
P288;Outr afeccoes respirat espec do recem-nasc
P289;Afeccao respirat do recem-nascido NE
P290;Insuf cardiaca neonatal
P291;Disritmia cardiaca neonatal
P292;Hipertensao neonatal
P293;Persistencia da circulacao fetal
P294;Isquemia miocardica transitoria recem-nasc
P298;Outr transt cardiovasc orig periodo perinat
P299;Transt cardiovasc NE orig periodo perinatal
P350;Sindr da rubeola congen
P351;Infecc congen p/citomegalovirus
P352;Infecc congen p/virus do herpes
P353;Hepatite viral congen
P358;Outr doenc virais congen
P359;Doenc viral congen NE
P360;Septicemia rec-nasc dev estreptococo grupo B
P361;Septicemia rec-nasc dev outr estreptoc e NE
P362;Septicemia rec-nasc dev Stafilococcus aureus
P363;Septicemia rec-nasc dev outr estafiloc e NE
P364;Septicemia recem-nasc dev Escherichia coli
P365;Septicemia do recem-nascido dev anaerobios
P368;Outr septicemias bacter do recem-nascido
P369;Septicemia bacter NE do recem-nascido
P370;Tuberc congen
P371;Toxoplasmose congen
P372;Listeriose neonatal
P373;Malaria falciparum congen
P374;Outr malarias congen
P375;Candidiase neonatal
P378;Outr doenc infecc e parasit congen espec
P379;Doenc infecc ou parasit congen NE
P38;Onfalite recem-nasc c/ou s/hemorragia leve
P390;Mastite infecc neonatal
P391;Conjuntivite e dacriocistite neonatais
P392;Infecc intra-amniotica do feto NCOP
P393;Infecc neonatal do trato urinario
P394;Infecc neonatal da pele
P398;Outr infecc espec proprias periodo perinatal
P399;Infecc propria do periodo perinatal NE
P500;Perda sanguinea fetal dev vasa previa
P501;Perda sanguinea fetal p/ruptura do cordao
P502;Perda sanguinea fetal originada da placenta
P503;Hemorragia p/a circulacao do outr gemeo
P504;Hemorragia p/a circulacao materna
P505;Perda sang dev seccao cord umb outr gemelar
P508;Outr perdas sanguineas fetais
P509;Perda sanguinea fetal NE
P510;Hemorragia umbilical macica do recem-nascido
P518;Outr hemorragias umbilicais do recem-nascido
P519;Hemorragia umbilical do recem-nascido NE
P520;Hemorragia intraventr grau 1 feto rec-nasc
P521;Hemorragia intraventr grau 2 feto rec-nasc
P522;Hemorragia intraventr grau 3 feto rec-nasc
P523;Hemorragia intraventr NE feto recem-nascido
P524;Hemorragia intracerebr feto e recem-nascido
P525;Hemorragia subaracnoidea feto recem-nascido
P526;Hemorr cerebel fossa posterior feto rec-nasc
P528;Outr hemorrag intracranianas feto rec-nasc
P529;Hemorragia intracraniana feto recem-nasc NE
P53;Doenc hemorragica do feto e do recem-nascido
P540;Hematemese neonatal
P541;Melena neonatal
P542;Hemorragia retal neonatal
P543;Outr hemorrag gastrointest periodo neonatal
P544;Hemorragia supra-renal neonatal
P545;Hemorragia cutanea neonatal
P546;Hemorragia vaginal neonatal
P548;Outr hemorragias fetais e neonatais espec
P549;Hemorragia fetal e neonatal NE
P550;Isoimunizacao Rh do feto e do recem-nascido
P551;Isoimunizacao ABO do feto e do recem-nascido
P558;Outr doenc hemoliticas feto e recem-nascido
P559;Doenc hemolitica NE do feto e recem-nascido
P560;Hidropsia fetal dev isoimunizacao
P569;Hidropsia fetal dev outr doenc hemolit e NE
P570;Kernicterus dev isoimunizacao
P578;Outr kernicterus espec
P579;Kernicterus NE
P580;Ictericia neonatal dev contusoes
P581;Ictericia neonatal dev sangramento
P582;Ictericia neonatal dev infecc
P583;Ictericia neonatal dev policitemia
P584;Icter neonat drog tox trans mae adm rec-nasc
P585;Ictericia neonatal dev deglutacao sang mat
P588;Icter neonat dev outr hemolises excess espec
P589;Ictericia neonatal dev hemolise excessiva NE
P590;Ictericia neonatal assoc ao parto prematuro
P591;Sindr da bile espessa
P592;Ictericia neonat outr lesoes hepatocel e NE
P593;Ictericia neonatal dev inibidores leite mat
P598;Ictericia neonatal dev outr causas espec
P599;Ictericia neonatal NE
P60;Coagulacao intravasc dissem feto rec-nasc
P610;Trombocitopenia transitoria neonatal
P611;Policitemia neonatal
P612;Anemia da prematuridade
P613;Anemia congen p/perda sanguinea fetal
P614;Outr anemias congen NCOP
P615;Neutropenia transitoria neonatal
P616;Outr transt transit coag periodo neonatal
P618;Outr transt hematologicos perinatais espec
P619;Transt hematologico perinatal NE
P700;Sindr do filho de mae c/diabetes gestacional
P701;Sindr do filho de mae diabetica
P702;Diabetes mellitus neonatal
P703;Hipoglicemia neonatal iatrogenica
P704;Outr hipoglicemias neonatais
P708;Out trans transit metab carboid fet rec-nasc
P709;Trans transit NE metab carboidr fet rec-nasc
P710;Hipocalcemia recem-nascido p/uso leite vaca
P711;Outr hipocalcemias neonatais
P712;Hipomagnesemia neonatal
P713;Tetania neonatal s/defic de calcio magnesio
P714;Hipoparatiroidismo neonatal transitorio
P718;Out trans transit metab calc magn per neonat
P719;Transt transit NE metab calc magn per neonat
P720;Bocio neonatal NCOP
P721;Hipotireoidismo neonatal transitorio
P722;Outr transt transit funcao de tireoide NCOP
P728;Outr transt endocr transit espec per neonat
P729;Transt endocrino neonatal transitorio NE
P740;Acidose metabolica tard do recem-nascido
P741;Desidratacao do recem-nascido
P742;Disturbios equilibrio sodio recem-nascido
P743;Disturbios equilibrio potassio recem-nascido
P744;Outr dist eletroliticos transit recem-nasc
P745;Tirosinemia transitoria do recem-nascido
P748;Outr disturbios metabolicos transit rec-nasc
P749;Disturbio metabolico transitorio NE rec-nasc
P75;Ileo meconial
P760;Sindr da rolha de meconio
P761;Ileo transitorio do recem-nascido
P762;Obstrucao intestinal dev leite espesso
P768;Outr obstrucoes intestinais espec rec-nasc
P769;Obstrucao intestinal NE do recem-nascido
P77;Enterocolite necrotizante do feto e rec-nasc
P780;Perfuracao intestinal no periodo perinatal
P781;Outr peritonites neonatais
P782;Hematemese melena dev degluticao sangue mat
P783;Diarreia neonatal nao-infecc
P788;Outr transt perinatais espec ap digestivo
P789;Transt perinatal NE do aparelho digestivo
P800;Sindr de lesao p/frio
P808;Outr hipotermias do recem-nascido
P809;Hipotermia NE do recem-nascido
P810;Hipertermia ambiental do recem-nascido
P818;Outr disturb espec regulacao term rec-nasc
P819;Disturbio NE regulacao termica recem-nascido
P830;Esclerema neonatal
P831;Eritema toxico neonatal
P832;Hidropsia fetal nao-dev doenc hemolitica
P833;Outr edemas e NE proprios feto recem-nascido
P834;Intumescimento mamario do recem-nascido
P835;Hidrocele congen
P836;Polipo umbilical do recem-nascido
P838;Outr afecc espec tegum propr feto rec-nasc
P839;Afeccao NE tegumento propria feto rec-nasc
P90;Convulsoes do recem-nascido
P910;Isquemia cerebral neonatal
P911;Cistos periventriculares adquir rec-nasc
P912;Leucomalacia cerebral neonatal
P913;Irritabilidade cerebral neonatal
P914;Depressao cerebral neonatal
P915;Coma neonatal
P916;Encefalopatia hipóxico-isquêmica recém-nasc
P918;Outr disturbios espec funcao cerebr rec-nasc
P919;Disturbio NE da funcao cerebral rec-nasc
P920;Vomitos no recem-nascido
P921;Regurgitacao e ruminacao no recem-nascido
P922;Alimentacao vagarosa do recem-nascido
P923;Subalimentacao do recem-nascido
P924;Hiperalimentacao do recem-nascido
P925;Dificuldade neonatal na amamentacao no peito
P928;Outr problemas de alimentacao recem-nascido
P929;Problema NE de alimentacao do recem-nascido
P93;Reacoes e intox dev drog admin feto rec-nasc
P940;Miastenia grave neonatal transitoria
P941;Hipertonia congen
P942;Hipotonia congen
P948;Outr transt do tonus muscular recem-nascido
P949;Transt NE do tonus muscular do recem-nascido
P95;Morte fetal de causa NE
P960;Insuf renal congen
P961;Sint abstinencia neonatal drog utiliz p/mae
P962;Sint abstinencia uso drogas terap rec-nasc
P963;Suturas cranianas amplas no recem-nascido
P964;Interrupcao de gravidez afet feto rec-nasc
P965;Complic de proced intra-uterinos NCOP
P968;Outr afeccoes espec orig periodo perinatal
P969;Afeccoes originadas no periodo perinatal NE
Q000;Anencefalia
Q001;Craniorraquisquise
Q002;Iniencefalia
Q010;Encefalocele frontal
Q011;Encefalocele nasofrontal
Q012;Encefalocele occipital
Q018;Encefalocele de outr localiz
Q019;Encefalocele NE
Q02;Microcefalia
Q030;Malformacoes do aqueduto de Sylvius
Q031;Atresia fendas Luschka e foramen Magendie
Q038;Outr hidrocefalia congen
Q039;Hidrocefalia congen NE
Q040;Malformacoes congen do corpo caloso
Q041;Arrinencefalia
Q042;Holoprosencefalia
Q043;Outr deform p/reducao do encefalo
Q044;Displasia do septo e das vias opticas
Q045;Megalencefalia
Q046;Cistos cerebrais congen
Q048;Outr malformacoes congen espec do encefalo
Q049;Malformacao congen NE do encefalo
Q050;Espinha bifida cervical c/hidrocefalia
Q051;Espinha bifida toracica c/hidrocefalia
Q052;Espinha bifida lombar c/hidrocefalia
Q053;Espinha bifida sacra c/hidrocefalia
Q054;Espinha bifida NE c/hidrocefalia
Q055;Espinha bifida cervical s/hidrocefalia
Q056;Espinha bifida toracica s/hidrocefalia
Q057;Espinha bifida lombar s/hidrocefalia
Q058;Espinha bifida sacra s/hidrocefalia
Q059;Espinha bifida NE
Q060;Amielia
Q061;Hipoplasia e displasia da medula espinal
Q062;Diastematomielia
Q063;Outr malformacoes congen da cauda equina
Q064;Hidromielia
Q068;Outr malform congen espec medula espinal
Q069;Malformacao congen NE da medula espinal
Q070;Sindr de Arnold-Chiari
Q078;Outr malformacoes congen espec sist nervoso
Q079;Malformacao congen NE do sist nervoso
Q100;Ptose congen
Q101;Ectropio congen
Q102;Entropio congen
Q103;Outr malformacoes congen das palpebras
Q104;Ausencia ou agenesia do aparelho lacrimal
Q105;Estenose ou estreit congen canal lacrimal
Q106;Outr malformacoes congen aparelho lacrimal
Q107;Malformacao congen da orbita
Q110;Olho cistico
Q111;Outr form de anoftalmia
Q112;Microftalmia
